#1_usercol 2_usercol 3_usercol 7.5
Pdest_CA_v0.1-136 40000 60000 0.5152
Pdest_CA_v0.1-136 50000 70000 0.5144
Pdest_CA_v0.1-136 60000 80000 0.52125
Pdest_CA_v0.1-136 70000 89794 0.508487
Pdest_CA_v0.1-137 0 20000 0.5234
Pdest_CA_v0.1-137 10000 30000 0.526
Pdest_CA_v0.1-137 20000 40000 0.5218
Pdest_CA_v0.1-137 30000 50000 0.5164
Pdest_CA_v0.1-137 40000 60000 0.5181
Pdest_CA_v0.1-137 50000 70000 0.52475
Pdest_CA_v0.1-137 60000 80000 0.53115
Pdest_CA_v0.1-137 70000 88461 0.530686
Pdest_CA_v0.1-138 0 20000 0.50995
Pdest_CA_v0.1-138 10000 30000 0.5287
Pdest_CA_v0.1-138 20000 40000 0.53695
Pdest_CA_v0.1-138 30000 50000 0.54535
Pdest_CA_v0.1-138 40000 60000 0.5315
Pdest_CA_v0.1-138 50000 70000 0.52375
Pdest_CA_v0.1-138 60000 80000 0.5421
Pdest_CA_v0.1-138 70000 87660 0.519026
Pdest_CA_v0.1-139 0 20000 0.50995
Pdest_CA_v0.1-139 10000 30000 0.4865
Pdest_CA_v0.1-139 20000 40000 0.491
Pdest_CA_v0.1-139 30000 50000 0.50965
Pdest_CA_v0.1-139 40000 60000 0.5109
Pdest_CA_v0.1-139 50000 70000 0.50985
Pdest_CA_v0.1-139 60000 80000 0.52435
Pdest_CA_v0.1-139 70000 86865 0.530092
Pdest_CA_v0.1-140 0 20000 0.5123
Pdest_CA_v0.1-140 10000 30000 0.53355
Pdest_CA_v0.1-140 20000 40000 0.534
Pdest_CA_v0.1-140 30000 50000 0.5256
Pdest_CA_v0.1-140 40000 60000 0.5277
Pdest_CA_v0.1-140 50000 70000 0.53225
Pdest_CA_v0.1-140 60000 80000 0.5422
Pdest_CA_v0.1-140 70000 86116 0.539588
Pdest_CA_v0.1-141 0 20000 0.49825
Pdest_CA_v0.1-141 10000 30000 0.48815
Pdest_CA_v0.1-141 20000 40000 0.504
Pdest_CA_v0.1-141 30000 50000 0.5207
Pdest_CA_v0.1-141 40000 60000 0.5098
Pdest_CA_v0.1-141 50000 70000 0.52135
Pdest_CA_v0.1-141 60000 80000 0.52545
Pdest_CA_v0.1-141 70000 84524 0.514115
Pdest_CA_v0.1-142 0 20000 0.525576
Pdest_CA_v0.1-142 10000 30000 0.527277
Pdest_CA_v0.1-142 20000 40000 0.5273
Pdest_CA_v0.1-142 30000 50000 0.53005
Pdest_CA_v0.1-142 40000 60000 0.5331
Pdest_CA_v0.1-142 50000 70000 0.53035
Pdest_CA_v0.1-142 60000 80000 0.51735
Pdest_CA_v0.1-142 70000 83858 0.522514
Pdest_CA_v0.1-143 0 20000 0.536
Pdest_CA_v0.1-143 10000 30000 0.52765
Pdest_CA_v0.1-143 20000 40000 0.5098
Pdest_CA_v0.1-143 30000 50000 0.504755
Pdest_CA_v0.1-143 40000 60000 0.50682
Pdest_CA_v0.1-143 50000 70000 0.501854
Pdest_CA_v0.1-143 60000 80000 0.5029
Pdest_CA_v0.1-143 70000 82092 0.511413
Pdest_CA_v0.1-144 0 20000 0.5103
Pdest_CA_v0.1-144 10000 30000 0.5244
Pdest_CA_v0.1-144 20000 40000 0.53285
Pdest_CA_v0.1-144 30000 50000 0.5233
Pdest_CA_v0.1-144 40000 60000 0.51855
Pdest_CA_v0.1-144 50000 70000 0.51985
Pdest_CA_v0.1-144 60000 80000 0.50825
Pdest_CA_v0.1-144 70000 81165 0.486789
Pdest_CA_v0.1-145 0 20000 0.5175
Pdest_CA_v0.1-145 10000 30000 0.53915
Pdest_CA_v0.1-145 20000 40000 0.53865
Pdest_CA_v0.1-145 30000 50000 0.52545
Pdest_CA_v0.1-145 40000 60000 0.5173
Pdest_CA_v0.1-145 50000 70000 0.5132
Pdest_CA_v0.1-145 60000 79722 0.512169
Pdest_CA_v0.1-146 0 20000 0.53225
Pdest_CA_v0.1-146 10000 30000 0.5246
Pdest_CA_v0.1-146 20000 40000 0.53505
Pdest_CA_v0.1-146 30000 50000 0.5347
Pdest_CA_v0.1-146 40000 60000 0.52695
Pdest_CA_v0.1-146 50000 70000 0.524525
Pdest_CA_v0.1-146 60000 79381 0.521771
Pdest_CA_v0.1-147 0 20000 0.5082
Pdest_CA_v0.1-147 10000 30000 0.5163
Pdest_CA_v0.1-147 20000 40000 0.5245
Pdest_CA_v0.1-147 30000 50000 0.514
Pdest_CA_v0.1-147 40000 60000 0.50625
Pdest_CA_v0.1-147 50000 70000 0.507257
Pdest_CA_v0.1-147 60000 78156 0.51202
Pdest_CA_v0.1-148 0 20000 0.51815
Pdest_CA_v0.1-148 10000 30000 0.51575
Pdest_CA_v0.1-148 20000 40000 0.51355
Pdest_CA_v0.1-148 30000 50000 0.5174
Pdest_CA_v0.1-148 40000 60000 0.52195
Pdest_CA_v0.1-148 50000 70000 0.5261
Pdest_CA_v0.1-148 60000 77277 0.507901
Pdest_CA_v0.1-149 0 20000 0.5376
Pdest_CA_v0.1-149 10000 30000 0.5236
Pdest_CA_v0.1-149 20000 40000 0.50105
Pdest_CA_v0.1-149 30000 50000 0.5011
Pdest_CA_v0.1-149 40000 60000 0.50685
Pdest_CA_v0.1-149 50000 70000 0.521
Pdest_CA_v0.1-149 60000 76884 0.544717
Pdest_CA_v0.1-150 0 20000 0.50991
Pdest_CA_v0.1-150 10000 30000 0.512012
Pdest_CA_v0.1-150 20000 40000 0.5092
Pdest_CA_v0.1-150 30000 50000 0.51705
Pdest_CA_v0.1-150 40000 60000 0.51155
Pdest_CA_v0.1-150 50000 70000 0.50685
Pdest_CA_v0.1-150 60000 76128 0.499628
Pdest_CA_v0.1-151 0 20000 0.5048
Pdest_CA_v0.1-151 10000 30000 0.5093
Pdest_CA_v0.1-151 20000 40000 0.52725
Pdest_CA_v0.1-151 30000 50000 0.5009
Pdest_CA_v0.1-151 40000 60000 0.48025
Pdest_CA_v0.1-151 50000 70000 0.49865
Pdest_CA_v0.1-151 60000 76056 0.516131
Pdest_CA_v0.1-152 0 20000 0.52047
Pdest_CA_v0.1-152 10000 30000 0.5404
Pdest_CA_v0.1-152 20000 40000 0.5299
Pdest_CA_v0.1-152 30000 50000 0.52385
Pdest_CA_v0.1-152 40000 60000 0.53115
Pdest_CA_v0.1-152 50000 70000 0.5301
Pdest_CA_v0.1-152 60000 73906 0.541493
Pdest_CA_v0.1-153 0 20000 0.518
Pdest_CA_v0.1-153 10000 30000 0.50195
Pdest_CA_v0.1-153 20000 40000 0.51355
Pdest_CA_v0.1-153 30000 50000 0.51915
Pdest_CA_v0.1-153 40000 60000 0.52175
Pdest_CA_v0.1-153 50000 70000 0.52475
Pdest_CA_v0.1-153 60000 73699 0.526535
Pdest_CA_v0.1-154 0 20000 0.5235
Pdest_CA_v0.1-154 10000 30000 0.503854
Pdest_CA_v0.1-154 20000 40000 0.512763
Pdest_CA_v0.1-154 30000 50000 0.52165
Pdest_CA_v0.1-154 40000 60000 0.51505
Pdest_CA_v0.1-154 50000 70000 0.5144
Pdest_CA_v0.1-154 60000 73038 0.509281
Pdest_CA_v0.1-155 0 20000 0.4722
Pdest_CA_v0.1-155 10000 30000 0.49135
Pdest_CA_v0.1-155 20000 40000 0.51695
Pdest_CA_v0.1-155 30000 50000 0.528629
Pdest_CA_v0.1-155 40000 60000 0.518569
Pdest_CA_v0.1-155 50000 70000 0.50295
Pdest_CA_v0.1-155 60000 72412 0.495891
Pdest_CA_v0.1-156 0 20000 0.5037
Pdest_CA_v0.1-156 10000 30000 0.52155
Pdest_CA_v0.1-156 20000 40000 0.52545
Pdest_CA_v0.1-156 30000 50000 0.5229
Pdest_CA_v0.1-156 40000 60000 0.50795
Pdest_CA_v0.1-156 50000 70000 0.50525
Pdest_CA_v0.1-156 60000 71665 0.515474
Pdest_CA_v0.1-157 0 20000 0.52445
Pdest_CA_v0.1-157 10000 30000 0.5236
Pdest_CA_v0.1-157 20000 40000 0.52505
Pdest_CA_v0.1-157 30000 50000 0.52695
Pdest_CA_v0.1-157 40000 60000 0.52675
Pdest_CA_v0.1-157 50000 70000 0.5311
Pdest_CA_v0.1-157 60000 71124 0.529755
Pdest_CA_v0.1-158 0 20000 0.50835
Pdest_CA_v0.1-158 10000 30000 0.52085
Pdest_CA_v0.1-158 20000 40000 0.52425
Pdest_CA_v0.1-158 30000 50000 0.52365
Pdest_CA_v0.1-158 40000 60000 0.54555
Pdest_CA_v0.1-158 50000 70000 0.54315
Pdest_CA_v0.1-158 60000 70399 0.53159
Pdest_CA_v0.1-159 0 20000 0.5112
Pdest_CA_v0.1-159 10000 30000 0.50915
Pdest_CA_v0.1-159 20000 40000 0.52515
Pdest_CA_v0.1-159 30000 50000 0.5358
Pdest_CA_v0.1-159 40000 60000 0.52535
Pdest_CA_v0.1-159 50000 69614 0.51917
Pdest_CA_v0.1-160 0 20000 0.4904
Pdest_CA_v0.1-160 10000 30000 0.49705
Pdest_CA_v0.1-160 20000 40000 0.5112
Pdest_CA_v0.1-160 30000 50000 0.5236
Pdest_CA_v0.1-160 40000 60000 0.5187
Pdest_CA_v0.1-160 50000 68839 0.500451
Pdest_CA_v0.1-161 0 20000 0.50335
Pdest_CA_v0.1-161 10000 30000 0.50575
Pdest_CA_v0.1-161 20000 40000 0.5137
Pdest_CA_v0.1-161 30000 50000 0.51355
Pdest_CA_v0.1-161 40000 60000 0.5338
Pdest_CA_v0.1-161 50000 68034 0.549518
Pdest_CA_v0.1-162 0 20000 0.5076
Pdest_CA_v0.1-162 10000 30000 0.5166
Pdest_CA_v0.1-162 20000 40000 0.53295
Pdest_CA_v0.1-162 30000 50000 0.52935
Pdest_CA_v0.1-162 40000 60000 0.52195
Pdest_CA_v0.1-162 50000 67149 0.516182
Pdest_CA_v0.1-163 0 20000 0.522422
Pdest_CA_v0.1-163 10000 30000 0.531381
Pdest_CA_v0.1-163 20000 40000 0.51865
Pdest_CA_v0.1-163 30000 50000 0.5276
Pdest_CA_v0.1-163 40000 60000 0.52995
Pdest_CA_v0.1-163 50000 66636 0.526449
Pdest_CA_v0.1-164 0 20000 0.50825
Pdest_CA_v0.1-164 10000 30000 0.5269
Pdest_CA_v0.1-164 20000 40000 0.5078
Pdest_CA_v0.1-164 30000 50000 0.509
Pdest_CA_v0.1-164 40000 60000 0.50745
Pdest_CA_v0.1-164 50000 66316 0.485597
Pdest_CA_v0.1-165 0 20000 0.51425
Pdest_CA_v0.1-165 10000 30000 0.51795
Pdest_CA_v0.1-165 20000 40000 0.51795
Pdest_CA_v0.1-165 30000 50000 0.52125
Pdest_CA_v0.1-165 40000 60000 0.51365
Pdest_CA_v0.1-165 50000 66206 0.506602
Pdest_CA_v0.1-166 0 20000 0.5033
Pdest_CA_v0.1-166 10000 30000 0.49935
Pdest_CA_v0.1-166 20000 40000 0.5267
Pdest_CA_v0.1-166 30000 50000 0.52525
Pdest_CA_v0.1-166 40000 60000 0.51455
Pdest_CA_v0.1-166 50000 65642 0.515279
Pdest_CA_v0.1-167 0 20000 0.5274
Pdest_CA_v0.1-167 10000 30000 0.5312
Pdest_CA_v0.1-167 20000 40000 0.5229
Pdest_CA_v0.1-167 30000 50000 0.524
Pdest_CA_v0.1-167 40000 60000 0.52555
Pdest_CA_v0.1-167 50000 65629 0.503295
Pdest_CA_v0.1-168 0 20000 0.52535
Pdest_CA_v0.1-168 10000 30000 0.5333
Pdest_CA_v0.1-168 20000 40000 0.52695
Pdest_CA_v0.1-168 30000 50000 0.5132
Pdest_CA_v0.1-168 40000 60000 0.5119
Pdest_CA_v0.1-168 50000 64845 0.515258
Pdest_CA_v0.1-169 0 20000 0.51035
Pdest_CA_v0.1-169 10000 30000 0.50835
Pdest_CA_v0.1-169 20000 40000 0.5091
Pdest_CA_v0.1-169 30000 50000 0.51095
Pdest_CA_v0.1-169 40000 60000 0.52075
Pdest_CA_v0.1-169 50000 64567 0.524199
Pdest_CA_v0.1-170 0 20000 0.52915
Pdest_CA_v0.1-170 10000 30000 0.514
Pdest_CA_v0.1-170 20000 40000 0.5139
Pdest_CA_v0.1-170 30000 50000 0.52205
Pdest_CA_v0.1-170 40000 60000 0.51325
Pdest_CA_v0.1-170 50000 64470 0.507602
Pdest_CA_v0.1-171 0 20000 0.53885
Pdest_CA_v0.1-171 10000 30000 0.5326
Pdest_CA_v0.1-171 20000 40000 0.52165
Pdest_CA_v0.1-171 30000 50000 0.5013
Pdest_CA_v0.1-171 40000 60000 0.50765
Pdest_CA_v0.1-171 50000 64297 0.520389
Pdest_CA_v0.1-172 0 20000 0.49755
Pdest_CA_v0.1-172 10000 30000 0.49365
Pdest_CA_v0.1-172 20000 40000 0.4944
Pdest_CA_v0.1-172 30000 50000 0.51125
Pdest_CA_v0.1-172 40000 60000 0.5127
Pdest_CA_v0.1-172 50000 64104 0.505672
Pdest_CA_v0.1-173 0 20000 0.52715
Pdest_CA_v0.1-173 10000 30000 0.524675
Pdest_CA_v0.1-173 20000 40000 0.526276
Pdest_CA_v0.1-173 30000 50000 0.54305
Pdest_CA_v0.1-173 40000 60000 0.53695
Pdest_CA_v0.1-173 50000 63582 0.521867
Pdest_CA_v0.1-174 0 20000 0.5363
Pdest_CA_v0.1-174 10000 30000 0.5196
Pdest_CA_v0.1-174 20000 40000 0.5024
Pdest_CA_v0.1-174 30000 50000 0.51185
Pdest_CA_v0.1-174 40000 60000 0.5392
Pdest_CA_v0.1-174 50000 62828 0.54459
Pdest_CA_v0.1-175 0 20000 0.50405
Pdest_CA_v0.1-175 10000 30000 0.5117
Pdest_CA_v0.1-175 20000 40000 0.51785
Pdest_CA_v0.1-175 30000 50000 0.5077
Pdest_CA_v0.1-175 40000 60000 0.516867
Pdest_CA_v0.1-175 50000 62576 0.523813
Pdest_CA_v0.1-176 0 20000 0.5012
Pdest_CA_v0.1-176 10000 30000 0.51015
Pdest_CA_v0.1-176 20000 40000 0.5215
Pdest_CA_v0.1-176 30000 50000 0.5096
Pdest_CA_v0.1-176 40000 60000 0.5013
Pdest_CA_v0.1-176 50000 62543 0.500359
Pdest_CA_v0.1-177 0 20000 0.52305
Pdest_CA_v0.1-177 10000 30000 0.5142
Pdest_CA_v0.1-177 20000 40000 0.514
Pdest_CA_v0.1-177 30000 50000 0.51855
Pdest_CA_v0.1-177 40000 60000 0.51485
Pdest_CA_v0.1-177 50000 61556 0.512548
Pdest_CA_v0.1-178 0 20000 0.5339
Pdest_CA_v0.1-178 10000 30000 0.5423
Pdest_CA_v0.1-178 20000 40000 0.53305
Pdest_CA_v0.1-178 30000 50000 0.51475
Pdest_CA_v0.1-178 40000 60000 0.5144
Pdest_CA_v0.1-178 50000 61439 0.528892
Pdest_CA_v0.1-179 0 20000 0.5106
Pdest_CA_v0.1-179 10000 30000 0.5061
Pdest_CA_v0.1-179 20000 40000 0.49
Pdest_CA_v0.1-179 30000 50000 0.51005
Pdest_CA_v0.1-179 40000 60000 0.51945
Pdest_CA_v0.1-179 50000 61360 0.499824
Pdest_CA_v0.1-180 0 20000 0.52985
Pdest_CA_v0.1-180 10000 30000 0.5146
Pdest_CA_v0.1-180 20000 40000 0.51635
Pdest_CA_v0.1-180 30000 50000 0.51915
Pdest_CA_v0.1-180 40000 60000 0.526376
Pdest_CA_v0.1-180 50000 60678 0.538
Pdest_CA_v0.1-181 0 20000 0.51835
Pdest_CA_v0.1-181 10000 30000 0.512
Pdest_CA_v0.1-181 20000 40000 0.5112
Pdest_CA_v0.1-181 30000 50000 0.5196
Pdest_CA_v0.1-181 40000 59970 0.527742
Pdest_CA_v0.1-182 0 20000 0.5296
Pdest_CA_v0.1-182 10000 30000 0.5305
Pdest_CA_v0.1-182 20000 40000 0.51775
Pdest_CA_v0.1-182 30000 50000 0.50645
Pdest_CA_v0.1-182 40000 59148 0.50987
Pdest_CA_v0.1-183 0 20000 0.5168
Pdest_CA_v0.1-183 10000 30000 0.5213
Pdest_CA_v0.1-183 20000 40000 0.51285
Pdest_CA_v0.1-183 30000 50000 0.49725
Pdest_CA_v0.1-183 40000 58992 0.513479
Pdest_CA_v0.1-184 0 20000 0.52515
Pdest_CA_v0.1-184 10000 30000 0.5251
Pdest_CA_v0.1-184 20000 40000 0.51715
Pdest_CA_v0.1-184 30000 50000 0.51725
Pdest_CA_v0.1-184 40000 58927 0.513129
Pdest_CA_v0.1-185 0 20000 0.4967
Pdest_CA_v0.1-185 10000 30000 0.497896
Pdest_CA_v0.1-185 20000 40000 0.499299
Pdest_CA_v0.1-185 30000 50000 0.5145
Pdest_CA_v0.1-185 40000 58774 0.522425
Pdest_CA_v0.1-186 0 20000 0.5216
Pdest_CA_v0.1-186 10000 30000 0.52875
Pdest_CA_v0.1-186 20000 40000 0.5254
Pdest_CA_v0.1-186 30000 50000 0.5133
Pdest_CA_v0.1-186 40000 58360 0.516394
Pdest_CA_v0.1-187 0 20000 0.50725
Pdest_CA_v0.1-187 10000 30000 0.522
Pdest_CA_v0.1-187 20000 40000 0.5245
Pdest_CA_v0.1-187 30000 50000 0.5118
Pdest_CA_v0.1-187 40000 55652 0.515589
Pdest_CA_v0.1-188 0 20000 0.5317
Pdest_CA_v0.1-188 10000 30000 0.5287
Pdest_CA_v0.1-188 20000 40000 0.5212
Pdest_CA_v0.1-188 30000 50000 0.5135
Pdest_CA_v0.1-188 40000 55604 0.497116
Pdest_CA_v0.1-189 0 20000 0.5151
Pdest_CA_v0.1-189 10000 30000 0.50765
Pdest_CA_v0.1-189 20000 40000 0.50865
Pdest_CA_v0.1-189 30000 50000 0.5064
Pdest_CA_v0.1-189 40000 54654 0.505459
Pdest_CA_v0.1-190 0 20000 0.5023
Pdest_CA_v0.1-190 10000 30000 0.50105
Pdest_CA_v0.1-190 20000 40000 0.51545
Pdest_CA_v0.1-190 30000 50000 0.5144
Pdest_CA_v0.1-190 40000 54295 0.50696
Pdest_CA_v0.1-191 0 20000 0.5212
Pdest_CA_v0.1-191 10000 30000 0.5173
Pdest_CA_v0.1-191 20000 40000 0.50495
Pdest_CA_v0.1-191 30000 50000 0.4965
Pdest_CA_v0.1-191 40000 54131 0.516241
Pdest_CA_v0.1-192 0 20000 0.507
Pdest_CA_v0.1-192 10000 30000 0.5164
Pdest_CA_v0.1-192 20000 40000 0.52175
Pdest_CA_v0.1-192 30000 50000 0.51525
Pdest_CA_v0.1-192 40000 54090 0.509794
Pdest_CA_v0.1-193 0 20000 0.5037
Pdest_CA_v0.1-193 10000 30000 0.50725
Pdest_CA_v0.1-193 20000 40000 0.50925
Pdest_CA_v0.1-193 30000 50000 0.51665
Pdest_CA_v0.1-193 40000 54000 0.511214
Pdest_CA_v0.1-194 0 20000 0.5039
Pdest_CA_v0.1-194 10000 30000 0.5148
Pdest_CA_v0.1-194 20000 40000 0.5263
Pdest_CA_v0.1-194 30000 50000 0.5096
Pdest_CA_v0.1-194 40000 52471 0.507818
Pdest_CA_v0.1-195 0 20000 0.50685
Pdest_CA_v0.1-195 10000 30000 0.5142
Pdest_CA_v0.1-195 20000 40000 0.514014
Pdest_CA_v0.1-195 30000 50000 0.496196
Pdest_CA_v0.1-195 40000 52142 0.496129
Pdest_CA_v0.1-196 0 20000 0.5015
Pdest_CA_v0.1-196 10000 30000 0.51125
Pdest_CA_v0.1-196 20000 40000 0.5075
Pdest_CA_v0.1-196 30000 50000 0.50145
Pdest_CA_v0.1-196 40000 51866 0.507079
Pdest_CA_v0.1-197 0 20000 0.52955
Pdest_CA_v0.1-197 10000 30000 0.5247
Pdest_CA_v0.1-197 20000 40000 0.5255
Pdest_CA_v0.1-197 30000 50000 0.517267
Pdest_CA_v0.1-197 40000 51384 0.507128
Pdest_CA_v0.1-198 0 20000 0.50925
Pdest_CA_v0.1-198 10000 30000 0.5059
Pdest_CA_v0.1-198 20000 40000 0.51325
Pdest_CA_v0.1-198 30000 50000 0.5008
Pdest_CA_v0.1-198 40000 51340 0.503263
Pdest_CA_v0.1-819 0 20000 0.5349
Pdest_CA_v0.1-819 10000 30000 0.53885
Pdest_CA_v0.1-819 20000 40000 0.5206
Pdest_CA_v0.1-819 30000 50000 0.51795
Pdest_CA_v0.1-819 40000 60000 0.53105
Pdest_CA_v0.1-819 50000 70000 0.54635
Pdest_CA_v0.1-819 60000 80000 0.55465
Pdest_CA_v0.1-819 70000 90000 0.55035
Pdest_CA_v0.1-819 80000 100000 0.532633
Pdest_CA_v0.1-819 90000 110000 0.51345
Pdest_CA_v0.1-819 100000 120000 0.5097
Pdest_CA_v0.1-819 110000 130000 0.50775
Pdest_CA_v0.1-819 120000 140000 0.5112
Pdest_CA_v0.1-819 130000 144210 0.508374
Pdest_CA_v0.1-820 0 20000 0.529329
Pdest_CA_v0.1-820 10000 30000 0.546396
Pdest_CA_v0.1-820 20000 40000 0.52295
Pdest_CA_v0.1-820 30000 50000 0.5175
Pdest_CA_v0.1-820 40000 60000 0.52055
Pdest_CA_v0.1-820 50000 70000 0.5388
Pdest_CA_v0.1-820 60000 80000 0.54075
Pdest_CA_v0.1-820 70000 90000 0.52775
Pdest_CA_v0.1-820 80000 100000 0.5225
Pdest_CA_v0.1-820 90000 110000 0.52815
Pdest_CA_v0.1-820 100000 120000 0.54045
Pdest_CA_v0.1-820 110000 130000 0.53235
Pdest_CA_v0.1-820 120000 132462 0.515407
Pdest_CA_v0.1-821 0 20000 0.50635
Pdest_CA_v0.1-821 10000 30000 0.51715
Pdest_CA_v0.1-821 20000 40000 0.5178
Pdest_CA_v0.1-821 30000 50000 0.50275
Pdest_CA_v0.1-821 40000 60000 0.49345
Pdest_CA_v0.1-821 50000 70000 0.50985
Pdest_CA_v0.1-821 60000 80000 0.51425
Pdest_CA_v0.1-821 70000 90000 0.5061
Pdest_CA_v0.1-821 80000 96991 0.501677
Pdest_CA_v0.1-822 0 20000 0.53145
Pdest_CA_v0.1-822 10000 30000 0.5231
Pdest_CA_v0.1-822 20000 40000 0.52425
Pdest_CA_v0.1-822 30000 50000 0.5345
Pdest_CA_v0.1-822 40000 60000 0.5264
Pdest_CA_v0.1-822 50000 70000 0.51685
Pdest_CA_v0.1-822 60000 78889 0.518132
Pdest_CA_v0.1-823 0 20000 0.5251
Pdest_CA_v0.1-823 10000 30000 0.5156
Pdest_CA_v0.1-823 20000 40000 0.50205
Pdest_CA_v0.1-823 30000 50000 0.5156
Pdest_CA_v0.1-823 40000 51202 0.525174
